theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,theta_10,theta_11,theta_12,theta_13,theta_14,theta_15,theta_16,theta_17,theta_18,theta_19,theta_20,theta_21,theta_22,theta_23,theta_24,theta_25,theta_26,theta_27,theta_28,theta_29,theta_30,theta_31,theta_32,theta_33,theta_34,theta_35,theta_36,theta_37,theta_38,theta_39,theta_40,theta_41,theta_42,theta_43,theta_44,theta_45,theta_46,theta_47,theta_48,theta_49,theta_50,theta_51,theta_52,theta_53,theta_54,theta_55,theta_56,theta_57,theta_58,theta_59,theta_60,theta_61,theta_62,theta_63,theta_64,theta_65,theta_66,theta_67,theta_68,theta_69,theta_70,theta_71,theta_72,theta_73,theta_74,theta_75,theta_76,theta_77,theta_78,theta_79,theta_80,theta_81,theta_82,theta_83,theta_84,theta_85,theta_86,theta_87,theta_88,theta_89,theta_90,theta_91,theta_92,theta_93,theta_94,theta_95,theta_96,theta_97,theta_98,theta_99,theta_100,theta_101,theta_102,theta_103,theta_104,theta_105,theta_106,theta_107,theta_108,theta_109,theta_110,theta_111,theta_112,theta_113,theta_114,theta_115,theta_116,theta_117,theta_118,theta_119,theta_120
1.8794467695751478,1.58938604826375,1.8065019971440963,2.144478537274337,1.1369280204948724,2.6750302521996914,3.0779325017916026,1.8557778626148376,0.5054269819783734,1.9117154234722527,1.669637958721595,0.4565460176425478,0.2491681654609638,0.7229662737607426,0.1933091821603582,1.8354603289689448,2.376120363900396,3.065558666659455,0.7273088040073801,1.1080589636006184,0.5553264384621933,1.622001314164632,2.3369544593496046,2.2714361226441553,2.0763881717845414,1.5809934775104424,0.6773283779686043,3.096428764837048,2.607323857729898,1.3788126943220573,1.797043817691269,2.126968844619997,1.3726340666133134,2.176853450505816,2.5874873217660332,0.794921054745644,1.9308052380413332,0.27125741640658596,2.436171753656467,0.8063776697371715,1.8324229154091036,1.9031156752815381,1.8949449881760927,0.09626995266098828,2.409888580553095,2.7507646501816425,2.0806032489384103,2.7062759636736287,2.1200226738991956,2.404399184626204,1.0595115292675632,0.9760079836315083,1.9948500887807752,2.2294461033983137,2.38754226365479,2.838816164730171,0.08538211121718478,2.535423245670199,0.26243817736162817,1.289423240973049,0.463688203337796,1.0132487302944215,1.7680447422822454,1.9809379071101396,2.6514816684618987,2.431172439460546,0.9881332524458629,0.42889438327197854,2.991397217599201,1.0333084376787685,2.731446129143362,0.8149048295275279,2.0550878981664153,0.04321551750737113,2.1318561309597146,0.6533590762732508,1.9638487282653025,2.2196326546444043,0.48432326716473484,0.9828427291468632,0.8906477245893382,0.7674096828359294,1.7832191339287584,2.2530174270913514,2.2985367145815507,0.7076035782517199,0.02560968111415569,0.17649325751876369,1.2110607849651445,1.146467284729552,1.0431208462371047,0.9997632230330745,0.5190418983446392,0.9134838733811985,1.119772407260671,0.6290844280205613,0.09011220736195982,1.7520502212720614,2.135944033410905,0.5058517155653549,1.1722957560251182,1.5396949356552152,1.5972099267307227,0.3850714132346591,2.126555864806441,2.4187152204645823,2.9241802339624403,0.06144255237264606,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392085,0.6802246120318018,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
1.8408354690551352,1.5731631765432916,1.8097833632833744,2.152967181505474,1.1287119897016784,2.6775727091809536,3.0779555710338276,1.8557563734554057,0.505422998944824,1.9117158682476685,1.6696379530242522,0.4565459954599379,0.24916816314960633,0.7229662761036199,0.19330918107988063,1.8354603299403203,2.37612036388443,3.065558666648431,0.7273088040139553,1.1080589636031979,0.5553264384602992,1.622001314165644,2.3369544593498897,2.27143612264416,2.076388171784533,1.5809934775104064,0.6773283779685674,3.09642876483706,2.607323857729901,1.3788126943220615,1.7970438176912689,2.1269688446199964,1.3726340666133139,2.1768534505058157,2.5874873217660332,0.7949210547456439,1.9308052380413334,0.27125741640658585,2.436171753656467,0.8063776697371716,1.832422915409103,1.9031156752815397,1.8949449881760918,0.09626995266098853,2.409888580553095,2.750764650181643,2.08060324893841,2.7062759636736287,2.1200226738991956,2.404399184626204,1.0595115292675632,0.9760079836315091,1.994850088780774,2.229446103398315,2.387542263654789,2.8388161647301713,0.08538211121718489,2.535423245670199,0.2624381773616281,1.289423240973049,0.46368820333779587,1.0132487302944218,1.768044742282245,1.9809379071101405,2.6514816684618987,2.431172439460546,0.9881332524458628,0.4288943832719787,2.991397217599201,1.0333084376787682,2.731446129143362,0.8149048295275279,2.0550878981664153,0.04321551750737124,2.1318561309597146,0.6533590762732508,1.9638487282653028,2.2196326546444043,0.4843232671647348,0.9828427291468631,0.8906477245893383,0.7674096828359293,1.7832191339287586,2.253017427091351,2.2985367145815507,0.7076035782517199,0.025609681114155756,0.17649325751876369,1.2110607849651445,1.1464672847295523,1.0431208462371047,0.9997632230330746,0.5190418983446391,0.9134838733811986,1.119772407260671,0.6290844280205613,0.09011220736195984,1.7520502212720614,2.135944033410905,0.5058517155653549,1.1722957560251182,1.5396949356552152,1.5972099267307227,0.3850714132346591,2.126555864806441,2.4187152204645823,2.9241802339624403,0.06144255237264605,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392085,0.6802246120318018,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
1.7169830060602862,1.5373798744592557,1.8174966433829884,2.171627854117493,1.110687886300112,2.683005883939424,3.077994788306427,1.8557198287780183,0.5054162259481676,1.911716624558717,1.6696379433363486,0.4565459577400893,0.2491681592193181,0.7229662800875045,0.1933091792426108,1.8354603315920706,2.3761203638572805,3.065558666629686,0.7273088040251344,1.1080589636075853,0.5553264384570776,1.622001314167365,2.336954459350373,2.2714361226441704,2.0763881717845174,1.5809934775103462,0.677328377968504,3.09642876483708,2.607323857729906,1.3788126943220689,1.797043817691269,2.126968844619996,1.372634066613314,2.176853450505815,2.587487321766033,0.7949210547456438,1.9308052380413343,0.2712574164065857,2.436171753656467,0.8063776697371718,1.832422915409101,1.903115675281544,1.8949449881760894,0.09626995266098892,2.409888580553095,2.750764650181643,2.0806032489384085,2.706275963673629,2.1200226738991956,2.404399184626204,1.059511529267562,0.9760079836315112,1.9948500887807723,2.2294461033983177,2.3875422636547876,2.8388161647301717,0.08538211121718482,2.535423245670199,0.26243817736162794,1.2894232409730495,0.4636882033377948,1.0132487302944229,1.7680447422822434,1.9809379071101416,2.6514816684618987,2.431172439460546,0.9881332524458628,0.42889438327197865,2.991397217599201,1.0333084376787678,2.731446129143362,0.8149048295275279,2.0550878981664153,0.04321551750737141,2.1318561309597146,0.653359076273251,1.963848728265303,2.2196326546444043,0.4843232671647345,0.9828427291468629,0.890647724589339,0.7674096828359286,1.7832191339287593,2.2530174270913497,2.2985367145815507,0.7076035782517202,0.02560968111415556,0.17649325751876374,1.2110607849651445,1.1464672847295523,1.0431208462371047,0.9997632230330747,0.5190418983446388,0.9134838733811993,1.1197724072606705,0.6290844280205615,0.0901122073619597,1.7520502212720614,2.135944033410905,0.505851715565355,1.1722957560251182,1.5396949356552152,1.5972099267307227,0.38507141323465893,2.126555864806441,2.4187152204645823,2.9241802339624403,0.061442552372646016,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392085,0.6802246120318017,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
1.4909019079716437,1.5168693918725789,1.8167460843734913,2.17674343159635,1.1056657489656037,2.6847703634269022,3.0780361758269006,1.8556811880530755,0.5054090654159192,1.9117174241441803,1.6696379330942412,0.4565459178624911,0.2491681550641998,0.7229662842992839,0.1933091773002412,1.8354603333383104,2.3761203638285764,3.0655586666098653,0.7273088040369532,1.1080589636122251,0.5553264384536702,1.6220013141691838,2.3369544593508778,2.271436122644182,2.0763881717845005,1.5809934775102816,0.6773283779684384,3.096428764837106,2.6073238577299103,1.3788126943220773,1.797043817691269,2.1269688446200012,1.3726340666133134,2.1768534505058135,2.5874873217660324,0.7949210547456437,1.9308052380413352,0.27125741640658596,2.436171753656467,0.8063776697371716,1.832422915409096,1.903115675281549,1.894944988176087,0.09626995266098919,2.4098885805530945,2.7507646501816443,2.080603248938403,2.7062759636736304,2.1200226738991956,2.404399184626204,1.0595115292675605,0.9760079836315158,1.9948500887807692,2.2294461033983213,2.387542263654786,2.8388161647301735,0.08538211121718527,2.535423245670199,0.2624381773616275,1.2894232409730504,0.4636882033377935,1.013248730294425,1.7680447422822392,1.9809379071101432,2.651481668461897,2.4311724394605423,0.988133252445863,0.42889438327197826,2.991397217599201,1.0333084376787678,2.731446129143362,0.8149048295275279,2.0550878981664153,0.043215517507371314,2.1318561309597146,0.6533590762732513,1.963848728265303,2.2196326546444043,0.4843232671647333,0.9828427291468641,0.8906477245893402,0.7674096828359279,1.7832191339287613,2.2530174270913497,2.2985367145815507,0.7076035782517206,0.025609681114155118,0.17649325751876388,1.2110607849651445,1.146467284729552,1.0431208462371047,0.9997632230330752,0.5190418983446383,0.9134838733811986,1.1197724072606698,0.6290844280205623,0.09011220736195952,1.7520502212720612,2.135944033410905,0.5058517155653551,1.1722957560251182,1.5396949356552152,1.5972099267307254,0.38507141323465927,2.126555864806441,2.4187152204645823,2.9241802339624403,0.06144255237264586,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392092,0.6802246120318007,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
1.1813371049133685,1.513166312969969,1.7799272150002001,2.123397929451057,1.156287850134169,2.670392535389043,3.0780482806277014,1.8556696800349615,0.5054069304303354,1.9117176621926264,1.6696379300440887,0.45654590598603484,0.2491681538267086,0.7229662855536452,0.19330917672176137,1.835460333858381,2.3761203638200215,3.0655586666039696,0.7273088040404718,1.108058963613609,0.5553264384526546,1.6220013141697265,2.336954459351031,2.271436122644188,2.076388171784491,1.580993477510264,0.6773283779684199,3.0964287648371083,2.6073238577299134,1.3788126943220804,1.7970438176912664,2.1269688446200026,1.3726340666133146,2.176853450505813,2.587487321766029,0.7949210547456435,1.9308052380413383,0.27125741640658535,2.4361717536564673,0.8063776697371737,1.832422915409094,1.9031156752815557,1.8949449881760823,0.09626995266098974,2.409888580553093,2.750764650181647,2.0806032489384045,2.7062759636736327,2.1200226738991943,2.404399184626207,1.0595115292675599,0.9760079836315181,1.9948500887807652,2.229446103398326,2.3875422636547823,2.838816164730176,0.08538211121718521,2.535423245670199,0.26243817736162744,1.2894232409730502,0.463688203337792,1.0132487302944277,1.7680447422822392,1.980937907110144,2.651481668461899,2.431172439460546,0.9881332524458637,0.4288943832719779,2.991397217599201,1.0333084376787678,2.7314461291433614,0.8149048295275276,2.0550878981664153,0.04321551750737187,2.1318561309597146,0.6533590762732513,1.963848728265303,2.2196326546444043,0.48432326716473345,0.9828427291468635,0.8906477245893404,0.7674096828359266,1.783219133928759,2.2530174270913497,2.2985367145815516,0.7076035782517215,0.02560968111415376,0.1764932575187639,1.2110607849651445,1.146467284729552,1.0431208462371047,0.999763223033074,0.5190418983446382,0.9134838733812018,1.1197724072606685,0.6290844280205626,0.09011220736195896,1.7520502212720612,2.135944033410905,0.5058517155653554,1.1722957560251173,1.5396949356552152,1.5972099267307236,0.38507141323465877,2.126555864806441,2.4187152204645823,2.9241802339624403,0.061442552372645884,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392092,0.6802246120318007,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
0.86947838086329,1.4315746995363787,1.7028664433717007,1.9808038371790955,1.2923191315094602,2.621662938101965,3.07684930846478,1.8567362256679092,0.5056049448789969,1.9116955539482376,1.6696382132851662,0.4565470088092521,0.24916826873754855,0.7229661690757649,0.19330923043850087,1.8354602855657762,2.376120364613733,3.065558667152037,0.7273088037135814,1.1080589634854212,0.5553264385467884,1.622001314119404,2.336954459336883,2.271436122643925,2.0763881717848838,1.5809934775120813,0.6773283779702631,3.096428764836539,2.6073238577297326,1.3788126943218588,1.7970438176912793,2.1269688446200137,1.3726340666132981,2.176853450505818,2.587487321766032,0.7949210547456425,1.9308052380413363,0.2712574164065846,2.4361717536564673,0.8063776697371743,1.832422915409089,1.9031156752815666,1.894944988176078,0.09626995266099035,2.409888580553093,2.7507646501816465,2.0806032489384023,2.706275963673636,2.1200226738991894,2.4043991846262087,1.0595115292675579,0.9760079836315251,1.9948500887807576,2.229446103398332,2.3875422636547787,2.838816164730176,0.0853821112171839,2.535423245670198,0.2624381773616274,1.2894232409730508,0.46368820333779004,1.0132487302944324,1.7680447422822354,1.9809379071101478,2.6514816684619045,2.4311724394605414,0.9881332524458643,0.4288943832719768,2.9913972175992005,1.0333084376787678,2.7314461291433636,0.8149048295275285,2.055087898166414,0.043215517507372785,2.1318561309597146,0.6533590762732512,1.963848728265303,2.2196326546444043,0.484323267164732,0.9828427291468642,0.8906477245893422,0.7674096828359268,1.7832191339287564,2.253017427091348,2.298536714581548,0.7076035782517232,0.025609681114153068,0.17649325751876307,1.2110607849651445,1.146467284729552,1.0431208462371047,0.9997632230330757,0.5190418983446383,0.913483873381203,1.1197724072606667,0.6290844280205637,0.09011220736195809,1.7520502212720612,2.135944033410905,0.5058517155653551,1.1722957560251173,1.5396949356552152,1.5972099267307254,0.38507141323465877,2.1265558648064404,2.4187152204645828,2.9241802339624403,0.0614425523726461,1.622444203595276,1.6698924522705758,1.4388012483950892,0.5715489722392093,0.6802246120318003,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
0.6266430156672531,1.2131828492660381,1.5888869675848931,1.7349579348654485,1.5382750201621624,2.497190934937905,3.064456617107939,1.8664463823218729,0.5074544853065983,1.9114906326312657,1.669640847122181,0.4565572690205201,0.24916933784269577,0.7229650853991167,0.1933097302040253,1.8354598362644965,2.3761203719981743,3.065558672251058,0.7273088006722989,1.1080589622927777,0.5553264394226066,1.6220013136512033,2.3369544592052867,2.271436122641401,2.076388171788572,1.5809934775289762,0.6773283779873833,3.0964287648311664,2.607323857728061,1.3788126943197794,1.7970438176914223,2.126968844620164,1.3726340666131571,2.1768534505058645,2.5874873217660417,0.7949210547456295,1.9308052380413363,0.27125741640658324,2.4361717536564673,0.8063776697371768,1.832422915409081,1.903115675281579,1.8949449881760705,0.0962699526609901,2.4098885805530954,2.7507646501816434,2.0806032489384005,2.7062759636736438,2.120022673899183,2.4043991846262127,1.0595115292675537,0.9760079836315348,1.9948500887807483,2.2294461033983453,2.387542263654774,2.838816164730177,0.08538211121718267,2.5354232456701964,0.26243817736162617,1.2894232409730528,0.4636882033377871,1.013248730294437,1.7680447422822287,1.9809379071101503,2.6514816684619067,2.4311724394605347,0.9881332524458664,0.42889438327197527,2.991397217599201,1.0333084376787682,2.731446129143365,0.8149048295275274,2.0550878981664122,0.043215517507373735,2.1318561309597155,0.6533590762732513,1.9638487282653019,2.219632654644405,0.48432326716473123,0.9828427291468638,0.8906477245893457,0.7674096828359238,1.783219133928757,2.253017427091353,2.2985367145815463,0.7076035782517249,0.02560968111415125,0.1764932575187628,1.2110607849651445,1.1464672847295527,1.043120846237104,0.9997632230330747,0.5190418983446383,0.9134838733812046,1.1197724072606643,0.6290844280205656,0.09011220736195681,1.752050221272061,2.135944033410905,0.5058517155653554,1.172295756025117,1.5396949356552148,1.5972099267307265,0.3850714132346588,2.1265558648064378,2.4187152204645845,2.9241802339624403,0.06144255237264603,1.622444203595276,1.6698924522705758,1.4388012483950894,0.57154897223921,0.6802246120318,1.8189529004149867,0.9998738007834205,1.441331530747561,0.39511487481324653,2.247825393266211,0.3511738517150625,0.8507320099254743
0.5435129056985876,0.8973201366462191,1.3646025691637056,1.4211824014150036,1.9126663277833549,2.2059141327103373,2.9599277116787412,1.9306777286162002,0.5219870110555195,1.9099659481141953,1.6696609264422761,0.4566357901586056,0.24917752100191481,0.7229567911736293,0.193313555328272,1.8354563973635971,2.3761204285156943,3.065558711276685,0.727308777395648,1.1080589531647849,0.555326446125756,1.6220013100677868,2.3369544581981114,2.2714361226220476,2.0763881718168817,1.5809934776582528,0.6773283781183775,3.096428764789989,2.607323857715306,1.3788126943038554,1.7970438176925148,2.1269688446212967,1.372634066612086,2.1768534505062322,2.5874873217661185,0.7949210547455203,1.9308052380413292,0.27125741640658046,2.4361717536564655,0.8063776697371814,1.8324229154090694,1.9031156752815994,1.8949449881760625,0.09626995266099031,2.4098885805531003,2.7507646501816434,2.0806032489384005,2.706275963673652,2.120022673899171,2.404399184626223,1.0595115292675485,0.9760079836315481,1.9948500887807359,2.229446103398352,2.3875422636547694,2.838816164730172,0.08538211121717947,2.5354232456701817,0.2624381773616226,1.2894232409730548,0.46368820333778205,1.0132487302944453,1.768044742282222,1.9809379071101538,2.6514816684619116,2.431172439460526,0.9881332524458694,0.428894383271972,2.9913972175992116,1.0333084376787702,2.731446129143365,0.8149048295275302,2.0550878981664087,0.04321551750737292,2.1318561309597075,0.6533590762732512,1.9638487282653025,2.219632654644405,0.48432326716472984,0.9828427291468633,0.8906477245893482,0.7674096828359221,1.7832191339287558,2.2530174270913603,2.298536714581538,0.7076035782517298,0.025609681114147125,0.17649325751876255,1.2110607849651445,1.146467284729554,1.0431208462371035,0.9997632230330734,0.5190418983446397,0.9134838733812063,1.1197724072606603,0.6290844280205692,0.09011220736195427,1.7520502212720603,2.135944033410905,0.5058517155653554,1.172295756025115,1.5396949356552148,1.5972099267307271,0.38507141323465915,2.1265558648064373,2.418715220464585,2.9241802339624403,0.06144255237264581,1.622444203595276,1.6698924522705756,1.4388012483950918,0.5715489722392119,0.6802246120317987,1.8189529004149867,0.9998738007834209,1.441331530747561,0.39511487481324764,2.247825393266211,0.3511738517150619,0.8507320099254743
0.6235741880582079,0.6298394925801576,0.8977272820937952,1.2374582090198682,2.133312900937571,1.8927410160335707,2.5918140788923507,2.126780969092583,0.5944528626153749,1.9034859266969448,1.6697555794220353,0.45701266764495113,0.24921682996494787,0.7229169596761281,0.1933319254502149,1.8354398815641426,2.3761206998948605,3.065558898662437,0.727308665630271,1.1080589093356934,0.5553264783116924,1.622001292861638,2.336954453362106,2.271436122529047,2.076388171952907,1.5809934782789945,0.6773283787473497,3.0964287645922424,2.607323857654061,1.378812694227385,1.797043817697768,2.1269688446267523,1.3726340666069479,2.176853450507936,2.5874873217665297,0.7949210547449986,1.9308052380412786,0.2712574164065913,2.436171753656464,0.8063776697371855,1.8324229154090586,1.90311567528162,1.894944988176049,0.09626995266098841,2.4098885805530936,2.750764650181633,2.080603248938402,2.7062759636736624,2.120022673899157,2.404399184626227,1.059511529267541,0.9760079836315626,1.9948500887807283,2.229446103398362,2.3875422636547707,2.8388161647301797,0.0853821112171772,2.5354232456701835,0.2624381773616192,1.2894232409730602,0.463688203337775,1.013248730294454,1.7680447422822123,1.9809379071101612,2.651481668461915,2.4311724394605148,0.9881332524458735,0.42889438327196455,2.991397217599205,1.0333084376787733,2.7314461291433663,0.8149048295275293,2.0550878981664042,0.04321551750737261,2.1318561309597164,0.6533590762732517,1.9638487282653003,2.219632654644403,0.4843232671647309,0.9828427291468589,0.8906477245893537,0.7674096828359203,1.7832191339287542,2.2530174270913577,2.298536714581539,0.7076035782517305,0.025609681114143412,0.17649325751876307,1.2110607849651436,1.1464672847295556,1.043120846237104,0.9997632230330711,0.5190418983446397,0.9134838733812084,1.11977240726066,0.6290844280205716,0.09011220736195195,1.7520502212720603,2.1359440334109014,0.5058517155653536,1.1722957560251184,1.5396949356552143,1.5972099267307283,0.3850714132346592,2.1265558648064373,2.41871522046458,2.9241802339624416,0.061442552372645926,1.622444203595276,1.6698924522705747,1.4388012483950916,0.5715489722392123,0.6802246120317973,1.8189529004149867,0.9998738007834217,1.441331530747561,0.39511487481324736,2.247825393266211,0.35117385171506155,0.8507320099254743
0.6678541484774841,0.5321312559030832,0.378340961988952,1.048525359542669,1.9197628418835657,1.8366921911780807,1.9727039020363577,2.409773029806337,0.8642638424066816,1.87927002110985,1.6702711665273138,0.45929669967324716,0.24945627930683562,0.7226748188800786,0.19344362650637073,1.8353394328540105,2.3761223483403575,3.065560036778153,0.7273079868064222,1.1080586431325947,0.555326673798139,1.622001188357267,2.336954423989923,2.271436121964016,2.0763881727791706,1.580993482049091,0.6773283825674977,3.0964287633911476,2.6073238572821213,1.378812693762919,1.797043817729661,2.126968844659838,1.372634066575785,2.1768534505183488,2.5874873217690286,0.7949210547418184,1.9308052380409375,0.2712574164066698,2.436171753656467,0.8063776697371907,1.8324229154090383,1.9031156752816392,1.894944988176043,0.09626995266098859,2.4098885805530936,2.7507646501816327,2.0806032489384005,2.7062759636736797,2.1200226738991406,2.4043991846262314,1.0595115292675326,0.9760079836315838,1.9948500887807163,2.229446103398372,2.387542263654774,2.8388161647301766,0.0853821112171767,2.5354232456701764,0.26243817736161434,1.289423240973065,0.4636882033377624,1.0132487302944706,1.7680447422821963,1.9809379071101743,2.6514816684619147,2.4311724394605077,0.9881332524458717,0.4288943832719658,2.9913972175992085,1.0333084376787756,2.7314461291433694,0.8149048295275321,2.0550878981664016,0.043215517507372805,2.131856130959718,0.6533590762732513,1.9638487282652963,2.2196326546444136,0.4843232671647334,0.9828427291468537,0.8906477245893598,0.7674096828359185,1.7832191339287564,2.2530174270913474,2.2985367145815423,0.7076035782517326,0.02560968111413949,0.17649325751876313,1.2110607849651418,1.1464672847295576,1.0431208462371055,0.9997632230330675,0.5190418983446403,0.9134838733812111,1.1197724072606567,0.6290844280205773,0.09011220736194778,1.75205022127206,2.1359440334109,0.5058517155653521,1.1722957560251213,1.5396949356552145,1.59720992673073,0.3850714132346586,2.1265558648064373,2.418715220464585,2.9241802339624416,0.06144255237264621,1.622444203595276,1.6698924522705747,1.438801248395092,0.5715489722392125,0.6802246120317955,1.8189529004149867,0.9998738007834224,1.441331530747561,0.39511487481324703,2.247825393266211,0.3511738517150619,0.8507320099254743
